,year,parameter,result,latitude,longitude
5114,2008,PAH,50.3,18.0987,-65.4552
5115,2008,PAH,31.0,18.1144,-65.3919
5116,2007,PAH,55.2,18.1057,-65.4391
5117,2007,PAH,1.0,18.1271,-65.3014
5118,2007,PAH,86.8,18.1055,-65.4413
5119,2008,PAH,48.5,18.1559,-65.3739
5120,2007,PAH,4.4,18.1322,-65.2822
5121,2007,PAH,3.4,18.1124,-65.3913
5122,2008,PAH,117.1,18.1054,-65.5755
5123,2007,PAH,1.3,18.0892,-65.5083
5124,2007,PAH,163.6,18.1155,-65.5707
5125,2008,PAH,52.4,18.102,-65.4558
5126,2007,PAH,0.9,18.1393,-65.271
5127,2007,PAH,2.0,18.1472,-65.332
5128,2007,PAH,95.8,18.1514,-65.4437
5129,2007,PAH,5.1,18.1288,-65.5372
5130,2007,PAH,11.8,18.13,-65.3105
5131,2007,PAH,3.2,18.1234,-65.3312
5132,2007,PAH,32.8,18.1536,-65.444
5133,2007,PAH,7.0,18.1337,-65.303
5134,2007,PAH,14.6,18.0965,-65.4409
5135,2007,PAH,40.6,18.1039,-65.4455
5136,2007,PAH,3.9,18.0898,-65.4504
5137,2007,PAH,33.0,18.1527,-65.3619
5138,2007,PAH,17.9,18.1226,-65.5384
5139,2007,PAH,5.2,18.1438,-65.3019
5140,2007,PAH,4.1,18.148,-65.2955
5141,2008,PAH,35.1,18.1559,-65.3729
