State,County,City,Latitude,Longitude
Iowa,Palo Alto,Emmetsburg,43.123704,-94.69351800000001
Iowa,Polk,Des Moines,41.603159000000005,-93.643118
Iowa,Polk,Polk City,41.849433000000005,-93.69761700000001
Iowa,Scott,Davenport,41.6145925,-90.5547775
Iowa,Van Buren,Not in a city,40.695078,-92.00631800000001
Iowa,Warren,Not in a city,41.285533,-93.583983
Iowa,Woodbury,Not in a city,42.329489,-96.36851300000001
Kansas,Johnson,Not in a city,38.838575,-94.746424
Kansas,Leavenworth,Leavenworth,39.327391,-94.95102
Kansas,Neosho,Not in a city,37.67696,-95.47594000000001
Kansas,Sedgwick,Not in a city,37.897506,-97.492083
Kansas,Sedgwick,Wichita,37.702066,-97.314847
Kansas,Shawnee,Topeka,39.024265,-95.711275
Kansas,Sumner,Not in a city,37.476890000000004,-97.366399
Kansas,Trego,Not in a city,38.770081,-99.763424
Kansas,Wyandotte,Kansas City,39.117219,-94.635605
Kentucky,Bell,Middlesborough (corporate name for Middlesboro),36.60843,-83.73693999999998
Kentucky,Boone,Not in a city,38.91833,-84.852637
Kentucky,Boyd,Ashland,38.459340000000005,-82.64041
Kentucky,Bullitt,Shepherdsville,37.986290000000004,-85.71191999999998
Kentucky,Campbell,Highland Heights,39.021881,-84.47444999999998
Kentucky,Carter,Not in a city,38.23887,-82.9881
Kentucky,Christian,Not in a city,36.91171,-87.323337
Kentucky,Daviess,Not in a city,37.780776,-87.075307
Kentucky,Edmonson,Not in a city,37.13179,-86.14295299999998
Kentucky,Fayette,Lexington-Fayette (corporate name for Lexington),38.06503,-84.49761
Kentucky,Greenup,Worthington,38.548136,-82.731163
Kentucky,Hancock,Lewisport,37.93829,-86.89719000000001
Kentucky,Hardin,Elizabethtown,37.705612,-85.85262900000001
Kentucky,Henderson,Not in a city,37.7627905,-87.48758849999997
Kentucky,Jefferson,Jeffersontown,38.18250000000001,-85.5744
Kentucky,Jefferson,Louisville,38.164966212121215,-85.74386939393939
Kentucky,Jessamine,Nicholasville,37.89147,-84.58825
Kentucky,Livingston,Not in a city,37.155392,-88.394024
Kentucky,McCracken,Paducah,37.05822,-88.57251
Kentucky,Morgan,Not in a city,37.9214,-83.06620000000002
Kentucky,Oldham,Buckner,38.40020000000001,-85.44427999999998
Kentucky,Perry,Hazard,37.28329,-83.20931999999998
Kentucky,Pike,Pikeville,37.48260000000001,-82.53532
Kentucky,Pulaski,Somerset,37.09798,-84.61152
Kentucky,Simpson,Franklin,36.708607,-86.566284
Kentucky,Trigg,Not in a city,36.7841,-87.8499
Kentucky,Warren,Smiths Grove,37.04926,-86.21486999999998
Kentucky,Washington,Not in a city,37.7046,-85.0485
Louisiana,Ascension,Not in a city,30.229653000000003,-90.96562800000001
Louisiana,Bossier,Shreveport,32.536273,-93.74894
Louisiana,Caddo,Not in a city,32.68336,-93.861582
Louisiana,Calcasieu,Carlyss,30.140265000000003,-93.368448
Louisiana,Calcasieu,Lake Charles,30.103752000000004,-93.285497
Louisiana,Calcasieu,Vinton,30.227797999999996,-93.579965
Louisiana,Calcasieu,Westlake (RR name West Lake),30.262604,-93.285084
Louisiana,East Baton Rouge,Baton Rouge,30.484067300000003,-91.1969175
Louisiana,East Baton Rouge,Not in a city,30.700895000000003,-91.05606800000001
Louisiana,Iberville,Not in a city,30.221255,-91.31541800000001
Louisiana,Iberville,St. Gabriel,30.204218,-91.126041
Louisiana,Jefferson,Kenner,30.041238,-90.272826
Louisiana,Lafayette,Lafayette,30.22611,-92.042908
Louisiana,Lafourche,Thibodaux,29.764098,-90.765275
Louisiana,Livingston,French Settlement,30.315406,-90.811383
Louisiana,Orleans,New Orleans,29.996013,-90.11819
Louisiana,Ouachita,Monroe,32.509959,-92.046196
Louisiana,Pointe Coupee,Not in a city,30.681718,-91.366247
Louisiana,St. Bernard,Chalmette,29.943164000000003,-89.97625
Louisiana,St. Bernard,Meraux,29.939614000000002,-89.92388299999998
Louisiana,St. Charles,Norco,29.997696,-90.411095
Louisiana,St. James,Gramercy,30.052636,-90.670016
Louisiana,St. James,Not in a city,29.994970000000002,-90.817415
Louisiana,St. John the Baptist,Garyville,30.057515000000002,-90.619286
Louisiana,St. Martin,St. Martinville,30.088872,-91.869595
Louisiana,St. Tammany,Not in a city,30.429381,-90.199678
Louisiana,West Baton Rouge,Addis,30.327723,-91.284108
Louisiana,West Baton Rouge,Not in a city,30.500642,-91.21355600000001
Maine,Androscoggin,Not in a city,43.974622,-70.124608
Maine,Aroostook,Not in a city,46.6041,-68.4135
Maine,Aroostook,Presque Isle,46.696431,-68.033006
Maine,Cumberland,Not in a city,43.561043,-70.207324
Maine,Cumberland,Portland,43.660246,-70.26896500000001
Maine,Hancock,Not in a city,44.3643735,-68.24394000000001
Maine,Kennebec,Gardiner,44.230622,-69.785
Maine,Knox,Not in a city,43.917955,-69.26059000000001
Maine,Oxford,Not in a city,44.377794,-70.854697
Maine,Penobscot,Not in a city,44.735978,-68.67075200000001
Maine,Washington,Not in a city,44.74777,-67.328299
Maine,York,Kennebunkport,43.343167,-70.471034
Maine,York,Not in a city,43.622827,-70.75323900000001
Maryland,Allegany,Westernport,39.485008500000006,-79.0450915
Maryland,Anne Arundel,Glen Burnie,39.169533,-76.627933
Maryland,Anne Arundel,Riviera Beach,39.158911,-76.511025
Maryland,Baltimore,Cockeysville,39.460478,-76.633543
Maryland,Baltimore,Essex,39.297424750000005,-76.44198299999998
Maryland,Baltimore,Lochearn,39.371679,-76.746814
Maryland,Baltimore (City),Baltimore,39.31327,-76.57883899999999
Maryland,Calvert,Prince Frederick,38.536722,-76.617194
Maryland,Carroll,Not in a city,39.444294,-77.04225199999998
Maryland,Cecil,Not in a city,39.701444,-75.860051
Maryland,Charles,Not in a city,38.508547,-76.811864
Maryland,Dorchester,Not in a city,38.516248,-76.12613999999998
Maryland,Frederick,Frederick,39.42276,-77.37519
Maryland,Garrett,Grantsville,39.70595,-79.012
Maryland,Harford,Edgewood,39.410191,-76.29694599999998
Maryland,Harford,Not in a city,39.563333,-76.20388899999998
Maryland,Howard,North Laurel,39.14313,-76.84611
Maryland,Kent,Not in a city,39.305021,-75.79731699999998
Maryland,Montgomery,Not in a city,39.114313,-77.106876
Maryland,Prince George's,Beltsville,39.055277000000004,-76.878333
Maryland,Prince George's,Greater Upper Marlboro,38.81194,-76.74417
Maryland,Prince George's,Not in a city,39.02840000000001,-76.81710000000002
Maryland,Washington,Not in a city,39.564178000000005,-77.720244
Massachusetts,Barnstable,Truro,41.975804,-70.02359799999999
Massachusetts,Berkshire,Pittsfield,42.452299,-73.239648
Massachusetts,Bristol,Fairhaven (Town of),41.645381,-70.897504
Massachusetts,Bristol,Fall River,41.685707,-71.169235
Massachusetts,Dukes,Aquinnah,41.330469,-70.785225
Massachusetts,Essex,Haverhill,42.770837,-71.10229
Massachusetts,Essex,Lynn,42.474642,-70.970816
Massachusetts,Essex,Newburyport,42.814412,-70.81778299999998
Massachusetts,Franklin,Greenfield,42.605816,-72.596689
Massachusetts,Hampden,Chicopee,42.19438,-72.555112
Massachusetts,Hampden,Springfield,42.1146105,-72.587653
Massachusetts,Hampshire,Ware (census name for Ware Center),42.298493,-72.334079
Massachusetts,Middlesex,Chelmsford (Chelmsford Center),42.6193825,-71.334527
Massachusetts,Norfolk,Milton,42.211774,-71.11397
Massachusetts,Plymouth,Brockton,42.065106,-71.012129
Massachusetts,Suffolk,Boston,42.334519666666665,-71.078608
Massachusetts,Worcester,Uxbridge,42.099699,-71.619399
Massachusetts,Worcester,Worcester,42.269137,-71.83491649999999
Michigan,Allegan,Holland,42.767786,-86.148577
Michigan,Benzie,Benzonia,44.616943,-86.109408
Michigan,Berrien,Coloma,42.197790000000005,-86.309694
Michigan,Cass,Cassopolis,41.89557,-86.00162900000001
Michigan,Chippewa,Sault Ste. Marie,46.493633,-84.364207
Michigan,Clinton,Lansing,42.798339,-84.393795
Michigan,Genesee,Flint,43.047224,-83.670159
Michigan,Genesee,Otisville,43.168336,-83.461541
Michigan,Huron,Harbor Beach,43.836388,-82.6429
Michigan,Ingham,Lansing,42.7500025,-84.54870599999998
Michigan,Kalamazoo,Kalamazoo,42.278067,-85.54189000000001
Michigan,Kent,Grand Rapids,42.984173,-85.67133899999997
Michigan,Kent,Not in a city,43.176672,-85.416608
Michigan,Lenawee,Tecumseh,41.995568,-83.946559
Michigan,Macomb,New Haven,42.731394,-82.793463
Michigan,Macomb,Warren,42.51334,-83.005971
Michigan,Manistee,Manistee,44.306999999999995,-86.242649
Michigan,Mason,Scottville,43.953334000000005,-86.294415
Michigan,Missaukee,Not in a city,44.310555,-84.891865
Michigan,Monroe,Not in a city,41.923582,-83.34573
Michigan,Muskegon,Muskegon,43.278061,-86.311083
Michigan,Oakland,Oak Park,42.463063,-83.183199
Michigan,Ottawa,Jenison,42.894451000000004,-85.852734
Michigan,Ottawa,Not in a city,42.92361,-86.19648699999998
Michigan,Schoolcraft,Not in a city,46.288877,-85.950227
Michigan,St. Clair,Port Huron,42.8608008,-82.4805418
Michigan,Tuscola,Not in a city,43.61380000000001,-83.3591
Michigan,Washtenaw,Not in a city,42.416636,-83.902185
Michigan,Washtenaw,Ypsilanti,42.240565000000004,-83.59960199999998
Michigan,Wayne,Allen Park,42.22862,-83.2082
Michigan,Wayne,Detroit,42.314071117028064,-83.14353358101616
Michigan,Wayne,Livonia,42.421502000000004,-83.42504199999998
Michigan,Wayne,Not in a city,42.386811,-83.27050600000001
Michigan,Wexford,Not in a city,44.180890000000005,-85.738985
Minnesota,Anoka,Blaine,45.13768,-93.207615
Minnesota,Anoka,East Bethel,45.40184,-93.20306
Minnesota,Becker,Detroit Lakes,46.851811,-95.846272
Minnesota,Carlton,Cloquet,46.713694,-92.511722
Minnesota,Crow Wing,Brainerd,46.39674,-94.1303
Minnesota,Dakota,Inver Grove Heights (RR name Inver Grove),44.77553,-93.06299
Minnesota,Dakota,Lakeville,44.706123,-93.285803
Minnesota,Dakota,Rosemount,44.754446,-93.04397999999999
Minnesota,Goodhue,Not in a city,44.473754,-93.012611
Minnesota,Hennepin,Minneapolis,44.9731185,-93.26423900000002
Minnesota,Lake,Not in a city,47.948622,-91.495574
Minnesota,Lyon,Marshall,44.4438,-95.81789
Minnesota,Mille Lacs,Onamia,46.2053,-93.75945
Minnesota,Olmsted,Rochester,43.996908000000005,-92.450366
Minnesota,Ramsey,St. Paul,44.9558,-93.14585
Minnesota,Saint Louis,Duluth,46.81826,-92.08936
Minnesota,Saint Louis,Not in a city,48.41252,-92.829225
Minnesota,Scott,Shakopee,44.791437,-93.512534
Minnesota,Stearns,St. Cloud,45.549839,-94.13345
Minnesota,Washington,Not in a city,45.168004,-92.765136
Minnesota,Washington,St. Paul Park,44.84737,-92.9954
Minnesota,Wright,St. Michael,45.20916,-93.66921
Mississippi,Bolivar,Cleveland,33.748447,-90.7286015
Mississippi,DeSoto,Hernando,34.821659999999994,-89.98783
Mississippi,Hancock,Waveland,30.300833,-89.395916
Mississippi,Harrison,Gulfport,30.390369,-89.04977799999998
Mississippi,Hinds,Jackson,32.3379165,-90.20419450000001
Mississippi,Jackson,Pascagoula,30.378287,-88.53393
Mississippi,Lauderdale,Meridian,32.364565,-88.73149099999998
Mississippi,Lee,Tupelo,34.264917,-88.766222
Mississippi,Yalobusha,Not in a city,34.002747,-89.799183
Missouri,Andrew,Not in a city,39.9544,-94.84899999999999
Missouri,Boone,Not in a city,39.07803,-92.31632
Missouri,Callaway,Not in a city,38.70608,-92.09308
Missouri,Cass,Not in a city,38.75961,-94.57983
Missouri,Cedar,Not in a city,37.70097,-94.03474
Missouri,Clay,Kansas City,39.331913,-94.580931
Missouri,Clay,Not in a city,39.36834775,-94.30723837500001
Missouri,Clinton,Trimble,39.53063,-94.55594
Missouri,Franklin,Not in a city,38.539235500000004,-90.84667275
Missouri,Greene,Not in a city,37.319186,-93.204411
Missouri,Greene,Springfield,37.256137,-93.299894
Missouri,Iron,Not in a city,37.646550000000005,-91.13257250000001
Missouri,Jackson,Kansas City,39.0762985,-94.5106515
Missouri,Jasper,Not in a city,37.2385,-94.42468000000001
Missouri,Jefferson,Arnold,38.448672,-90.395904
Missouri,Jefferson,Herculaneum,38.26351,-90.37993
Missouri,Jefferson,Not in a city,38.125111000000004,-90.3016015
Missouri,Lincoln,Foley,39.045770000000005,-90.84927
Missouri,Monroe,Not in a city,39.474976,-91.78899100000001
Missouri,New Madrid,Not in a city,36.51033666666667,-89.56422
Missouri,Perry,Not in a city,37.70264,-89.69864
Missouri,Saint Charles,Augusta,38.595607,-90.830618
Missouri,Saint Charles,Not in a city,38.7405995,-90.657349
Missouri,Saint Charles,West Alton,38.872546,-90.226488
Missouri,Saint Louis,Bridgeton,38.75264,-90.44884
Missouri,Saint Louis,Maryland Heights,38.71085,-90.47606
Missouri,Saint Louis,Not in a city,38.49015,-90.70509
Missouri,Sainte Genevieve,Not in a city,37.90084,-90.42388000000001
Missouri,St. Louis City,St. Louis,38.65032594444444,-90.23961944444443
Missouri,Taney,Branson,36.707727,-93.222
Montana,Fergus,Not in a city,47.048537,-109.45531499999998
Montana,Flathead,Not in a city,48.5103,-113.99681000000001
Montana,Gallatin,Not in a city,44.657014000000004,-111.08961799999999
Montana,Lewis and Clark,Not in a city,46.8505,-111.98716399999999
Montana,Missoula,Missoula,46.842181,-114.021499
Montana,Phillips,Not in a city,48.317507,-107.862471
Montana,Powder River,Not in a city,45.440295,-105.370283
Montana,Richland,Not in a city,47.835646,-104.58124799999999
Montana,Rosebud,Not in a city,45.555399,-106.515269625
Montana,Yellowstone,Not in a city,45.786579,-108.45878
Nebraska,Douglas,Omaha,41.26372141666668,-95.96714675000001
Nebraska,Knox,Not in a city,42.829154,-97.854129
Nebraska,Lancaster,Not in a city,40.769741499999995,-96.7289315
Nevada,Carson City,Carson City,39.1447,-119.7661
Nevada,Churchill,Fallon,39.472471,-118.783624
Nevada,Clark,Boulder City,35.97814899999999,-114.846313
Nevada,Clark,Henderson,36.048705,-115.05294199999999
Nevada,Clark,Indian Springs,36.569333,-115.676651
Nevada,Clark,Jean,35.785665,-115.357087
Nevada,Clark,Las Vegas,36.185692413888894,-115.19173999629632
Nevada,Clark,Mesquite,36.807913,-114.060879
Nevada,Clark,North Las Vegas,36.191251,-115.12295300000001
Nevada,Clark,Not in a city,36.358824444444444,-115.25377744444444
Nevada,Clark,Spring Valley,36.106389,-115.25333300000001
Nevada,Clark,Sunrise Manor,36.141875,-115.07874199999999
Nevada,Elko,Not in a city,40.733,-115.23
Nevada,Lyon,Fernley,39.602787,-119.247741
Nevada,Washoe,Incline Village-Crystal Bay,39.250409000000005,-119.95673799999999
Nevada,Washoe,Lemmon Valley-Golden Valley,39.645264000000005,-119.840025
Nevada,Washoe,Reno,39.476787,-119.78092393333334
Nevada,Washoe,Sparks,39.561046250000004,-119.73976325000001
Nevada,White Pine,Not in a city,39.00512,-114.21593
New Hampshire,Belknap,Laconia,43.566122,-71.496335
New Hampshire,Cheshire,Keene,42.930521,-72.27233199999998
New Hampshire,Coos,Not in a city,44.28911250000001,-71.26072999999998
New Hampshire,Grafton,Lebanon,43.629605,-72.309499
New Hampshire,Grafton,Not in a city,43.944519,-71.700788
New Hampshire,Hillsborough,Nashua,42.718653,-71.52241599999998
New Hampshire,Hillsborough,Peterborough (Peterboro),42.86183,-71.878626
New Hampshire,Merrimack,Concord,43.2185,-71.5145
New Hampshire,Merrimack,Suncook,43.13246,-71.458246
New Hampshire,Rockingham,Londonderry,42.862531,-71.38014
New Hampshire,Rockingham,Portsmouth,43.075371000000004,-70.74801699999998
New Hampshire,Rockingham,Rye,43.045269,-70.71395799999998
New Jersey,Atlantic,Galloway (Township of),39.464872,-74.448736
New Jersey,Bergen,Fort Lee,40.85355,-73.96618000000001
New Jersey,Bergen,Leonia,40.870436,-73.99199399999998
New Jersey,Camden,Camden,39.934559,-75.125219
New Jersey,Camden,Winslow (Township of),39.68425,-74.861491
New Jersey,Cumberland,Millville,39.422273,-75.025204
New Jersey,Essex,Newark,40.720989,-74.192892
New Jersey,Gloucester,East Greenwich (Township of),39.800339,-75.212119
New Jersey,Hudson,Bayonne,40.67025,-74.126081
New Jersey,Hudson,Jersey City,40.731645,-74.06630799999998
New Jersey,Hunterdon,Flemington,40.515262,-74.806671
New Jersey,Mercer,Lawrence (Township of),40.283092,-74.74261299999998
New Jersey,Mercer,Not in a city,40.3125,-74.8729
New Jersey,Middlesex,East Brunswick (Township of),40.462182,-74.429439
New Jersey,Monmouth,West Long Branch,40.277647,-74.0051
New Jersey,Morris,Chester,40.787628000000005,-74.676301
New Jersey,Ocean,Jackson (Township of),40.06483,-74.44404999999998
New Jersey,Passaic,Wanaque (Wanaque-Midvale),41.058617,-74.255544
New Jersey,Union,Elizabeth,40.6519375,-74.21160950000001
New Jersey,Warren,Knowlton (Township of),40.92458,-75.067815
New Mexico,Bernalillo,Albuquerque,35.15975,-106.546675
New Mexico,Bernalillo,South Valley,35.01708,-106.65739
New Mexico,Dona Ana,Las Cruces,32.317592999999995,-106.76833700000002
New Mexico,Dona Ana,Not in a city,31.849431000000003,-106.60402782142856
New Mexico,Eddy,Carlsbad,32.380118,-104.262726
New Mexico,Eddy,Not in a city,32.1782285,-104.4420235
New Mexico,Lea,Hobbs,32.726656,-103.122917
New Mexico,Rio Arriba,Not in a city,36.187742,-106.698369
New Mexico,San Juan,Bloomfield,36.742227,-107.977567
New Mexico,San Juan,Not in a city,36.54713400000001,-108.00983233333334
New Mexico,San Juan,Shiprock,36.8071,-108.69523000000001
New Mexico,Sandoval,Not in a city,35.299484,-106.548914
New Mexico,Sandoval,Santa Ana Pueblo,35.338407000000004,-106.52429199999999
New Mexico,Santa Fe,Not in a city,35.61975,-106.07968000000001
New Mexico,Valencia,Not in a city,34.8147,-106.7396
New York,Albany,Albany,42.68075,-73.75733000000001
New York,Bronx,New York,40.84195,-73.890045
New York,Chautauqua,Dunkirk,42.49963,-79.31881
New York,Dutchess,Millbrook,41.78555,-73.74136
New York,Erie,Amherst,42.99328,-78.77153
New York,Erie,Buffalo,42.876907,-78.80952599999998
New York,Erie,Cheektowaga,42.921107,-78.76582499999998
New York,Erie,Tonawanda,42.99813,-78.89926
New York,Essex,Not in a city,44.24408666666666,-73.99507333333334
New York,Franklin,Not in a city,44.70741850000001,-74.47046750000001
New York,Hamilton,Not in a city,43.44957,-74.51625
New York,Herkimer,Not in a city,43.68578,-74.98537999999998
New York,Jefferson,Not in a city,44.08747,-75.97316
New York,Monroe,Rochester,43.1455965,-77.552725
New York,Nassau,East Meadow,40.74316,-73.58549000000001
New York,New York,New York,40.81976,-73.94825
New York,Niagara,Middleport,43.22386,-78.47887999999998
New York,Onondaga,East Syracuse,43.05235,-76.05921
New York,Orange,Montgomery,41.52375,-74.21534
New York,Oswego,Fulton,43.28428,-76.46324
New York,Putnam,Not in a city,41.455890000000004,-73.70976999999998
New York,Queens,New York,40.73770199999999,-73.81961199999999
New York,Richmond,New York,40.588454999999996,-74.161785
New York,Rockland,Not in a city,41.18208,-74.02819000000001
New York,Saratoga,Not in a city,43.01209,-73.6489
New York,Seneca,Not in a city,42.574106,-76.7026
New York,St. Lawrence,Not in a city,44.962926,-74.8832
New York,Steuben,Not in a city,42.09142,-77.20978000000001
New York,Suffolk,East Farmingdale,40.745290000000004,-73.41919
New York,Suffolk,Holtsville,40.82799,-73.05754
New York,Suffolk,Old Field,40.961017,-73.139046
New York,Suffolk,Riverhead,40.96078,-72.71238000000001
New York,Tompkins,Lansing (South Lansing),42.613199,-76.6152
New York,Tompkins,Not in a city,42.4006,-76.6538
New York,Wayne,Not in a city,43.23086,-77.17135999999998
New York,Westchester,White Plains,41.05192,-73.76366
North Carolina,Alexander,Taylorsville,35.9138,-81.191
North Carolina,Avery,Not in a city,36.0390735,-81.989236
North Carolina,Beaufort,Bath,35.42800000000001,-76.74
North Carolina,Brunswick,Southport,33.942221999999994,-78.01916700000001
North Carolina,Buncombe,Bent Creek,35.500102000000005,-82.59985999999998
North Carolina,Buncombe,Royal Pines,35.481963,-82.50971899999998
North Carolina,Caldwell,Lenoir,35.93590000000001,-81.5306
North Carolina,Carteret,Not in a city,34.8848,-76.6203
North Carolina,Caswell,Not in a city,36.307033000000004,-79.467417
North Carolina,Cumberland,Fayetteville,35.002303999999995,-78.991692
North Carolina,Cumberland,Wade,35.158686,-78.72803499999998
North Carolina,Durham,Durham,36.032955,-78.904037
North Carolina,Edgecombe,Leggett,35.988278,-77.5843
North Carolina,Forsyth,Not in a city,36.05097,-80.14365699999998
North Carolina,Forsyth,Winston-Salem,36.089519749999994,-80.2553285
North Carolina,Graham,Not in a city,35.2578,-83.7955
North Carolina,Granville,Butner,36.141111,-78.768056
North Carolina,Guilford,Greensboro,36.109006,-79.802314
North Carolina,Haywood,Not in a city,35.443195499999995,-82.8780625
North Carolina,Haywood,Waynesville,35.58714399999999,-83.074156
North Carolina,Haywood,West Canton,35.534102000000004,-82.852868
North Carolina,Jackson,Not in a city,35.524544,-83.23598100000001
North Carolina,Johnston,Not in a city,35.59095,-78.46220000000002
North Carolina,Lee,Sanford,35.43250000000001,-79.2887
North Carolina,Lenoir,Kinston,35.231459,-77.568792
North Carolina,Lincoln,Lincolnton,35.438556,-81.27674999999998
North Carolina,Macon,Not in a city,35.0608,-83.4306
North Carolina,Martin,Jamesville,35.81066,-76.906249
North Carolina,Mecklenburg,Charlotte,35.239258875000004,-80.80980662499998
North Carolina,Montgomery,Not in a city,35.26320000000001,-79.8365
North Carolina,New Hanover,Castle Hayne,34.364167,-77.838611
North Carolina,New Hanover,Not in a city,34.268403,-77.956529
North Carolina,Northampton,Gaston,36.511708,-77.655389
North Carolina,Person,Not in a city,36.3984925,-79.075121
North Carolina,Pitt,Not in a city,35.641276,-77.360126
North Carolina,Rockingham,Not in a city,36.308889,-79.859167
North Carolina,Rowan,Rockwell,35.551868,-80.395039
North Carolina,Swain,Bryson City (RR name Bryson),35.434767,-83.442133
North Carolina,Swain,Not in a city,35.498711,-83.310242
North Carolina,Union,Monroe,34.974039000000005,-80.540622
North Carolina,Wake,Not in a city,35.8652,-78.8197
North Carolina,Wake,Raleigh,35.856111,-78.574167
North Carolina,Yancey,Not in a city,35.76541299999999,-82.264944
North Dakota,Billings,Not in a city,46.8943,-103.37853
North Dakota,Burke,Not in a city,48.64193,-102.4018
North Dakota,Burleigh,Bismarck,46.825425,-100.76821
North Dakota,Cass,Not in a city,46.933754,-96.85535
North Dakota,Dunn,Dunn Center,47.342423,-102.645864
North Dakota,Dunn,Not in a city,47.3132,-102.5273
North Dakota,McKenzie,Not in a city,47.584309375,-103.67241766666666
North Dakota,Mercer,Not in a city,47.354518500000005,-101.83319005555556
North Dakota,Oliver,Not in a city,47.185833,-101.42805600000001
North Dakota,Stutsman,Not in a city,46.921525,-98.498569
North Dakota,Ward,Not in a city,47.940861,-101.57158299999999
North Dakota,Williams,Not in a city,48.41462794444445,-102.90579294444444
North Dakota,Williams,Williston,48.15278,-103.63951
Ohio,Adams,West Union,38.79471,-83.53398
Ohio,Allen,Lima,40.770944,-84.0539
Ohio,Ashtabula,Conneaut,41.959695,-80.572808
Ohio,Belmont,Shadyside,39.9679,-80.74640000000002
Ohio,Butler,Hamilton,39.384671000000004,-84.540537
Ohio,Butler,Middletown,39.48219066666667,-84.39965172222222
Ohio,Butler,Not in a city,39.5327,-84.7286
Ohio,Clark,Enon,39.85567,-83.99772999999998
Ohio,Clark,Springfield,40.00103,-83.80456
Ohio,Clermont,Batavia,39.0828,-84.14410000000002
Ohio,Clinton,Not in a city,39.430038,-83.78850200000001
Ohio,Columbiana,East Liverpool,40.631545,-80.54718100000001
Ohio,Cuyahoga,Berea,41.361835,-81.86457
Ohio,Cuyahoga,Cleveland,41.503707947916666,-81.66005819791665
Ohio,Cuyahoga,Mayfield,41.536942,-81.458871
Ohio,Cuyahoga,Newburgh Heights,41.446624,-81.662356
Ohio,Cuyahoga,Warrensville Heights,41.44013,-81.494833
Ohio,Delaware,Delaware,40.356694,-83.063971
Ohio,Fayette,Not in a city,39.6359,-83.26050000000002
Ohio,Franklin,Columbus,40.05836821428572,-83.00553592857143
Ohio,Franklin,New Albany,40.084514,-82.815585
Ohio,Gallia,Cheshire,38.9353936,-82.1235688
Ohio,Geauga,Not in a city,41.515051,-81.24990600000001
Ohio,Greene,Xenia,39.66575,-83.94268000000001
Ohio,Hamilton,Blue Ash,39.2787,-84.36625
Ohio,Hamilton,Cincinnati,39.136727291666666,-84.51977687499999
Ohio,Hamilton,Cleves,39.21487,-84.69086
Ohio,Harrison,Not in a city,40.332933000000004,-80.93340099999998
Ohio,Jefferson,Not in a city,40.2657255,-80.63476849999999
Ohio,Jefferson,Steubenville,40.366440000000004,-80.61558000000001
Ohio,Knox,Centerburg,40.2944425,-82.6856435
Ohio,Lake,Eastlake,41.673006,-81.422455
Ohio,Lake,Mentor,41.66693,-81.33872
Ohio,Lake,Painesville,41.726811,-81.24215600000001
Ohio,Lawrence,Ironton,38.508075,-82.65924100000001
Ohio,Lawrence,Not in a city,38.62901,-82.45886
Ohio,Licking,Heath (Fourmile Lock),40.026037,-82.432996
Ohio,Licking,Reynoldsburg,39.954457,-82.75891999999997
Ohio,Lorain,Sheffield,41.420882,-82.09572899999998
Ohio,Lucas,Not in a city,41.669001,-83.28716999999999
Ohio,Lucas,Toledo,41.6537485,-83.51099500000001
Ohio,Lucas,Waterville,41.4942,-83.718949
Ohio,Madison,Not in a city,39.78819,-83.47605999999998
Ohio,Mahoning,Youngstown,41.096188,-80.658867
Ohio,Medina,Not in a city,41.0604,-81.9239
Ohio,Miami,Casstown,40.08502,-84.11380799999998
Ohio,Montgomery,Dayton,39.771777,-84.16320250000001
Ohio,Morgan,Not in a city,39.63223,-81.67005
Ohio,Noble,Not in a city,39.94280000000001,-81.3373
Ohio,Portage,Not in a city,41.182466,-81.330486
Ohio,Preble,New Paris,39.83562,-84.720524
Ohio,Scioto,Franklin Furnace,38.593360000000004,-82.83185774999998
Ohio,Scioto,Portsmouth,38.754599,-82.91700999999998
Ohio,Stark,Alliance,40.93133,-81.12351899999999
Ohio,Stark,Brewster,40.712778,-81.598333
Ohio,Stark,Canton,40.8144185,-81.37575000000001
Ohio,Summit,Akron,41.083057,-81.496246
Ohio,Trumbull,Not in a city,41.3475105,-80.626124
Ohio,Warren,Lebanon,39.42689,-84.20076999999998
Ohio,Washington,Marietta,39.432117,-81.46044300000001
Ohio,Wood,Bowling Green,41.377685,-83.611104
Oklahoma,Adair,Cherry Tree,35.750735,-94.669697
Oklahoma,Bryan,Durant,33.945379,-96.405726
Oklahoma,Caddo,Anadarko,35.111944,-98.252778
Oklahoma,Canadian,Yukon,35.479215,-97.751503
Oklahoma,Carter,Healdton,34.244189,-97.46293100000001
Oklahoma,Cherokee,Park Hill,35.85408,-94.985964
Oklahoma,Choctaw,Hugo,34.153,-95.3213
Oklahoma,Cleveland,Moore,35.320105,-97.484099
Oklahoma,Comanche,Lawton,34.63298,-98.42879
Oklahoma,Creek,Mannford,36.105481,-96.361196
Oklahoma,Dewey,Seiling,36.158414,-98.931973
Oklahoma,Garfield,Enid,36.512363,-97.845959
Oklahoma,Grady,Bradley,34.877064000000004,-97.707801
Oklahoma,Jefferson,Waurika,34.226639,-98.03544000000001
Oklahoma,Johnston,Tishomingo,34.214818,-96.676936
Oklahoma,Kay,Not in a city,36.956222,-97.03135
Oklahoma,Kay,Ponca City,36.697186,-97.08135
Oklahoma,Lincoln,Not in a city,35.4884,-97.090278
Oklahoma,Love,Not in a city,33.880812,-97.275896
Oklahoma,Mayes,Not in a city,36.228408,-95.249943
Oklahoma,Mayes,Pryor (corporate name Pryor Creek),36.228993,-95.269196
