,State,County,CO AQI,SO2 AQI,O3 AQI,NO2 AQI,Latitude,Longitude,label,Date
253,Louisiana,East Baton Rouge,14.870967741935484,31.935483870967737,16.258064516129032,30.258064516129032,30.4840673,-91.19691749999996,0,2000-12-01
254,New Jersey,Camden,12.35483870967742,26.935483870967737,13.612903225806454,35.064516129032256,39.934559000000014,-75.125219,2,2000-12-01
255,New York,Suffolk,7.709677419354839,35.58064516129032,20.741935483870968,25.87096774193548,40.82799,-73.05753999999997,2,2000-12-01
256,Texas,Dallas,6.083333333333332,6.583333333333332,15.833333333333336,28.25,32.84057277272728,-96.82800865909094,0,2000-12-01
257,Arizona,Maricopa,25.580645161290327,11.548387096774194,19.661290322580644,53.08064516129032,33.515176098409874,-111.96741909468342,4,2002-01-01
258,California,Contra Costa,8.32258064516129,5.959677419354839,16.153225806451616,24.451612903225808,37.989411000000025,-122.06452799999991,3,2002-01-01
259,California,Imperial,36.12903225806452,0.1935483870967742,24.935483870967737,39.74193548387097,32.676180000000016,-115.48307000000008,4,2002-01-01
260,California,Los Angeles,32.1578947368421,9.614035087719298,14.31578947368421,57.29824561403509,34.03048017543857,-118.37753125,4,2002-01-01
261,California,Orange,20.928571428571427,7.571428571428571,20.5,43.42857142857143,33.674640000000004,-117.92568000000004,4,2002-01-01
262,California,Riverside,17.93548387096774,0.2258064516129032,20.70967741935484,39.548387096774185,33.99958000000001,-117.41600999999994,4,2002-01-01
263,California,Sacramento,12.290322580645164,5.806451612903227,16.70967741935484,28.741935483870968,38.503052000000025,-121.33768633333332,3,2002-01-01
264,California,Santa Barbara,8.725806451612902,3.5645161290322585,25.596774193548388,22.64516129032258,34.56537158333334,-120.13515460416686,2,2002-01-01
265,District Of Columbia,District of Columbia,21.41935483870968,23.41935483870968,14.419354838709678,41.032258064516135,38.9175716458333,-76.98522347916666,1,2002-01-01
266,Florida,Orange,14.612903225806454,5.387096774193548,22.677419354838708,29.0,28.596389000000013,-81.36250000000003,0,2002-01-01
267,Illinois,Saint Clair,8.428571428571429,51.0,14.857142857142858,27.714285714285715,38.612034,-90.160477,1,2002-01-01
268,Kansas,Wyandotte,13.096774193548386,13.483870967741936,16.096774193548384,30.87096774193548,39.117218999999984,-94.63560499999996,3,2002-01-01
