State,County,latitude,longitude,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI,Date Local
Utah,Uintah,40.20767475,-109.5437241,3.705163616,48.03046672,0,15.09677419,2020/6/1
Virginia,Alexandria City,38.82045,-77.050552,18.66845218,41.25837453,1.225806452,5.23545384,2020/6/1
Virginia,Fairfax,38.8462,-77.3064,21.47727273,46.66755978,11.11290323,8.055295241,2020/6/1
Virginia,Hampton City,37.103733,-76.387017,7.371363655,39.46462616,0.138683651,2.195148227,2020/6/1
Virginia,Henrico,37.55652,-77.40027,19.625,29.86582109,0.393413773,4.414041133,2020/6/1
Virginia,Roanoke,37.28342,-79.88452,10.52951977,38.59055171,0.180243655,3.226704362,2020/6/1
Washington,King,47.582729,-122.314175,25.15318743,26.22980926,0.859586216,4.13719606,2020/6/1
Wisconsin,Milwaukee,43.00731763,-87.92381863,18.06245262,28.54375412,0.318283597,5.419354839,2020/6/1
Wyoming,Laramie,41.1337935,-104.650552,10.60842384,41.00172899,0.745072435,1.688928098,2020/6/1
Wyoming,Uinta,41.373097,-111.042376,6.218431784,31.68325159,0.548503777,2.255558017,2020/6/1
Florida,Duval,30.3380065,-81.63100799,17.15339085,35.37668218,2.368359526,6.478428837,2020/6/1
Florida,Miami-Dade,25.7638438,-80.25346725,16.27403974,34.15018691,0.190023799,3.95306864,2020/6/1
Florida,Pinellas,27.82351188,-82.6827105,12.50008224,33.97035533,2.015959025,3.663260794,2020/6/1
Georgia,Fulton,33.749571,-84.374358,25.09407555,42.88886676,2.532123728,8.730690076,2020/6/1
Indiana,Vanderburgh,37.9955065,-87.587029,14.37778917,39.82253191,2.267389629,4.625882662,2020/6/1
Massachusetts,Worcester,42.269137,-71.8349165,22.58904318,33.69363834,0.279234991,4.106916626,2020/6/1
Minnesota,Hennepin,44.9731185,-93.264239,22.71838054,26.00125095,1.846536321,5.987558036,2020/6/1
Mississippi,Hinds,32.3379165,-90.2041945,14.46766403,33.69680001,0.528307806,2.581963388,2020/6/1
North Dakota,Burleigh,46.825425,-100.76821,6.682829161,38.13781451,1.977658151,2.117685841,2020/6/1
Ohio,Franklin,40.05836821,-83.00553593,18.83735127,36.15855432,0.285589352,1.668141445,2020/6/1
Tennessee,Shelby,35.1743079,-89.9072067,18.99042471,25.18926655,0.442967862,3.933266057,2020/6/1
Vermont,Rutland,43.608056,-72.982778,20.73601995,30.00838324,0.532364719,4.891229586,2020/6/1
Alabama,Jefferson,33.5472339,-86.8181503,21.40600988,36.45716746,6.889191113,6.044675693,2020/7/1
Alaska,Fairbanks North Star ,64.84569,-147.727413,37.46331104,18.30117947,15.81512503,7.914783364,2020/7/1
Arizona,Maricopa,33.48651643,-112.0561928,28.16522082,62.42491625,1.178281253,2.081244045,2020/7/1
Arizona,Pima,32.20266516,-110.9086224,22.56474656,36.15132671,0,3.742287064,2020/7/1
Arkansas,Pulaski,34.776072,-92.27611725,17.68071379,42.3203605,1.215572064,4.389561017,2020/7/1
California,Alameda,37.78218989,-122.2344154,22.33351807,28.00108225,0.276186184,7.187870262,2020/7/1
California,Contra Costa,37.96911412,-122.0038063,13.32343536,28.79567684,1.296026106,6.028413229,2020/7/1
California,Fresno,36.79918777,-119.8213052,22.88172043,45.58293851,0.665258624,6.099079648,2020/7/1
California,Humboldt,40.75949649,-124.1856446,7.225806452,27.1881835,0.810964021,4.58204519,2020/7/1
California,Imperial,32.67618,-115.48307,26.68,29.90115033,1.671280515,8.16,2020/7/1
California,Kern,35.34713623,-119.0342155,48.44967216,41.52325212,0,13.66893423,2020/7/1
California,Los Angeles,33.94209095,-118.2778357,26.94124289,27.40492021,1.275236838,4.072122051,2020/7/1
California,Orange,33.67464,-117.92568,17.63017482,44.49242096,0,4.616399663,2020/7/1
California,Riverside,33.99958,-117.41601,23.04347562,37.45669489,0.267829688,6.822580645,2020/7/1
California,Sacramento,38.58111066,-121.3590663,11.32935462,34.16159972,0.252252324,5.806451613,2020/7/1
California,San Bernardino,34.39846532,-117.3711114,25.97439846,35.18969755,0.715354508,5.124666956,2020/7/1
California,San Diego,32.78409326,-117.0375897,11.19517593,47.66682725,0,5.558113158,2020/7/1
California,San Francisco,37.765946,-122.399044,26.16846863,24.91184272,5.709677419,10.29032258,2020/7/1
California,Santa Barbara,34.56687289,-120.2907027,1.269115155,35.43146196,0.37459382,2.3125,2020/7/1
California,Santa Clara,37.343316,-121.8723405,22.21814192,33.46275861,0.245479049,5.910001743,2020/7/1
California,Santa Cruz,36.974117,-122.030792,4.139681558,30.23236255,3.201445756,4.572293842,2020/7/1
California,Solano,38.102507,-122.237976,14.35292054,33.1678017,0.549645484,8.451612903,2020/7/1
California,Ventura,34.25239,-119.143182,22.41922229,34.21629118,0,16,2020/7/1
Colorado,Adams,39.838119,-104.94984,35.48226023,44.26263424,1.811936049,2.966510178,2020/7/1
Colorado,Denver,39.76194956,-104.998686,43.57758621,46.90815702,2.709179531,6.910014381,2020/7/1
Colorado,Jackson,40.437,-106.494,2.246255008,32.55731508,0,1.784427944,2020/7/1
Connecticut,Fairfield,41.118333,-73.336667,15.6156291,40.20359585,2.786292966,2.844218394,2020/7/1
Connecticut,Hartford,41.784722,-72.631667,17.10990565,37.89212516,0.703515649,3.588770194,2020/7/1
Connecticut,Litchfield,41.821342,-73.297257,5.183411409,35.03549551,0.738037737,1.999161781,2020/7/1
Connecticut,New Haven,41.3014,-72.902871,23.16375529,31.9995397,0,4.251527299,2020/7/1
Country Of Mexico,BAJA CALIFORNIA NORTE,32.522499,-117.046623,37.30121039,23.62246297,7.095362183,16.12426418,2020/7/1
Delaware,New Castle,39.739444,-75.558056,18.95079739,34.69462069,1.47409335,3.864464775,2020/7/1
District Of Columbia,District of Columbia,38.91757165,-76.98522348,21.19962044,28.21532732,1.527255344,4.215330551,2020/7/1
Florida,Hillsborough,27.93125801,-82.37117969,19.74193548,36.19327215,2.975727548,4.453089005,2020/7/1
Florida,Orange,28.596389,-81.3625,7.85481282,37.72765393,0,4.449105314,2020/7/1
Georgia,DeKalb,33.6878,-84.2905,16.24309131,31.49115875,0,4.811381061,2020/7/1
Hawaii,Honolulu,21.343952,-158.0962511,9.591837228,27.52706988,3.595321241,1.433333333,2020/7/1
Idaho,Ada,43.600699,-116.347853,22.31843649,32.60899063,0.520949833,3.141773818,2020/7/1
Illinois,Cook,41.99042809,-87.77228948,16.37038258,30.86674205,1.277186555,2.428731492,2020/7/1
Illinois,Saint Clair,38.612034,-90.160477,14.99210345,18.41150226,0.714416677,4.275742543,2020/7/1
Indiana,Marion,39.78199838,-86.13957342,18.65976592,30.3960856,0,2.862068966,2020/7/1
Iowa,Polk,41.603159,-93.643118,12.71780684,33.70938958,0.006293211,3.247046135,2020/7/1
Iowa,Scott,41.6145925,-90.5547775,12.25049495,37.3437838,0.567881369,2.832256552,2020/7/1
Kansas,Wyandotte,39.117219,-94.635605,18.16570584,33.84982777,1.843821749,5.419354839,2020/7/1
Kentucky,Boyd,38.45934,-82.64041,18.26502764,45.21385553,15.02377539,4.518462218,2020/7/1
Kentucky,Fayette,38.06503,-84.49761,20.4453331,36.15813509,16.90358986,2.233858405,2020/7/1
Kentucky,Henderson,37.835587,-87.580713,31.0755528,35.65906606,23.57093368,4.461002836,2020/7/1
Kentucky,Jefferson,38.16496621,-85.74386939,22.77774941,44.28291682,0.472787282,4.587648497,2020/7/1
Kentucky,McCracken,37.05822,-88.57251,22.92623447,47.36799054,6.603938385,2.796624075,2020/7/1
Louisiana,East Baton Rouge,30.4840673,-91.1969175,17.94777978,36.99191341,0,2.237005576,2020/7/1
Maine,Aroostook,46.696431,-68.033006,6.349880483,35.94027543,0,1.965213673,2020/7/1
Maine,Cumberland,43.660246,-70.268965,18.08710807,29.18967979,0,2.021135935,2020/7/1
Maryland,Baltimore,39.29742475,-76.441983,17.78710651,49.84408107,0,2.729355091,2020/7/1
Maryland,Garrett,39.70595,-79.012,2.842871094,39.80780395,0.074074074,1.222222222,2020/7/1
Maryland,Prince George's,39.055277,-76.878333,17.69230769,30.81633777,0,3.884615385,2020/7/1
Massachusetts,Suffolk,42.33451967,-71.078608,27.98850575,28.72413793,0,2.666157553,2020/7/1
Michigan,Kent,42.984173,-85.671339,16.92759459,37.41524985,7.824462366,5.517300675,2020/7/1
Michigan,Wayne,42.31407112,-83.14353358,19.93948482,36.48784968,2.035100793,4.281606517,2020/7/1
Minnesota,Anoka,45.13768,-93.207615,20.05088881,45.15547707,0,3.452559413,2020/7/1
Missouri,Saint Louis,38.49015,-90.70509,21.40387038,31.38698703,17.45706245,8.753318944,2020/7/1
Missouri,St. Louis City,38.65032594,-90.23961944,18.47140536,43.7090414,1.959201901,2.59548261,2020/7/1
Nevada,Clark,36.08155489,-114.9931103,20.25925926,66.06266088,0.802972855,4.546354365,2020/7/1
Nevada,Washoe,39.476787,-119.7809239,26.60285158,39.30475984,0.763998555,5.932100725,2020/7/1
New Hampshire,Hillsborough,42.92,-71.72,13.9134884,32.36514558,9.117289037,9.428852947,2020/7/1
New Hampshire,Rockingham,42.862531,-71.38014,7.181256086,33.77610876,0.540936759,2.139126763,2020/7/1
New Jersey,Camden,39.934559,-75.125219,21.33638387,35.08339509,0,5.580645161,2020/7/1
New Jersey,Essex,40.720989,-74.192892,27.1577748,34.03358417,0.373153692,6.419354839,2020/7/1
New Mexico,Bernalillo,35.15975,-106.546675,20.9235011,44.46154545,1.014930785,3.670680174,2020/7/1
New York,Bronx,40.84195,-73.890045,25.20843452,34.64317333,0,3.89957112,2020/7/1
New York,Monroe,43.1455965,-77.552725,15.36734193,33.36615862,0.015658818,3.53867308,2020/7/1
New York,Queens,40.737702,-73.819612,26.63187635,34.54624132,0,4.531785406,2020/7/1
New York,Steuben,42.09142,-77.20978,4.280384841,35.03178827,1.993635876,1.850515647,2020/7/1
New York,Suffolk,40.82799,-73.05754,18.32552138,35.82746751,24.34202182,3.258064516,2020/7/1
North Carolina,Forsyth,36.08951975,-80.2553285,22.87289952,51.02509679,16.66866777,6.664415475,2020/7/1
North Carolina,Mecklenburg,35.23925887,-80.80980663,14.69396525,42.6,0.307600016,3.842721338,2020/7/1
North Carolina,Wake,35.856111,-78.574167,11.8235446,39.61145639,0.287035254,3.710357619,2020/7/1
North Dakota,Cass,46.933754,-96.85535,7.519513891,35.98425095,0,2.045794944,2020/7/1
Ohio,Cuyahoga,41.50370795,-81.6600582,18.42425245,35.28643252,0,4.440450708,2020/7/1
Ohio,Hamilton,39.13672729,-84.51977688,22.19146836,45.9993978,0,4.829715908,2020/7/1
Oklahoma,Adair,35.750735,-94.669697,5.284451928,35.63442157,1.570327014,2.019692693,2020/7/1
Oklahoma,Cherokee,35.85408,-94.985964,14.43305845,40.36303294,5.736116095,0.833320088,2020/7/1
Oklahoma,Kay,36.697186,-97.08135,11.56713254,44.6039834,17.95477696,1.388822544,2020/7/1
Oklahoma,Oklahoma,35.53141233,-97.515791,16.7413115,49.8658893,0,5.168390991,2020/7/1
Oklahoma,Ottawa,36.922222,-94.838889,15.96993441,38.65992046,3.132812202,0.241112505,2020/7/1
Oklahoma,Tulsa,36.1635968,-95.96252903,14.01487025,42.78128642,0,3.458873382,2020/7/1
Oregon,Multnomah,45.5196515,-122.5973489,16.24093248,25.33890325,0.069293538,5.135931858,2020/7/1
Pennsylvania,Adams,39.92156,-77.30874,4.908231312,34.62318007,0.49486952,1.356760099,2020/7/1
Pennsylvania,Allegheny,40.4543935,-79.975525,16.87263434,38.21849245,3.458958005,4.051367261,2020/7/1
Pennsylvania,Beaver,40.747796,-80.316442,27.69693152,40.33264723,30.87543006,3.334477752,2020/7/1
Pennsylvania,Berks,40.448715,-75.8791605,14.13138688,36.24078003,5.64516129,0.749311446,2020/7/1
Pennsylvania,Blair,40.535278,-78.370833,16.74585575,44.76923411,18.03942075,5.548387097,2020/7/1
Pennsylvania,Bucks,40.107222,-74.882222,16.02575796,41.78323245,5.304455352,0.614537659,2020/7/1
Pennsylvania,Cambria,40.309722,-78.915,18.35483871,42.01873025,0,1.38400876,2020/7/1
Pennsylvania,Dauphin,40.246992,-76.846988,23.88217164,40.08815314,14.13976922,4.799253286,2020/7/1
Pennsylvania,Erie,42.14175,-80.038611,12.47347515,44.15720321,0,2.081756567,2020/7/1
Pennsylvania,Lackawanna,41.442778,-75.623056,19.52770779,44.17844587,6.865085866,3.4193135,2020/7/1
Pennsylvania,Lancaster,40.046667,-76.283333,20.04664054,52.01845163,17.53348372,4.815546128,2020/7/1
Pennsylvania,Lawrence,40.995848,-80.346442,20.1328668,37.72757934,29.54719907,3.255546524,2020/7/1
Pennsylvania,Luzerne,41.265556,-75.846389,21.76005828,38.92944797,11.22074531,3.076696869,2020/7/1
Pennsylvania,Montgomery,40.112222,-75.309167,27.11400159,54.07409821,11.376974,2.755730543,2020/7/1
Pennsylvania,Northampton,40.628056,-75.341111,21.42325502,50.26483755,13.90902888,5.429888624,2020/7/1
Pennsylvania,Philadelphia,40.01187211,-75.08461068,20.91654078,33.11120655,0.349042289,7.080645161,2020/7/1
Pennsylvania,Washington,40.146667,-79.902222,15.58995902,37.21780015,6.486521344,4.700686428,2020/7/1
Pennsylvania,Westmoreland,40.304694,-79.505667,17.49419785,45.51622552,27.07507179,0.18599458,2020/7/1
Pennsylvania,York,39.965278,-76.699444,19.4142707,27.625,0,1.814332196,2020/7/1
Rhode Island,Providence,41.841039,-71.36097,13.91468345,37.76888306,0.206540442,3.021838507,2020/7/1
South Carolina,Charleston,32.941023,-79.657187,5.730769231,37.63306227,3.460451802,2.063298032,2020/7/1
South Carolina,Richland,34.093959,-80.962304,18.87121212,37.21464646,0.449494949,2.51262626,2020/7/1
South Dakota,Minnehaha,43.54792,-96.700769,14.22179608,41.04241299,0.202102681,2.490384904,2020/7/1
South Dakota,Union,42.751518,-96.707208,5.519219691,25.38061908,0.518953023,1.654792956,2020/7/1
Tennessee,Blount,35.62164844,-83.8801635,1.172413793,39.90333743,0.011052512,1.898113873,2020/7/1
Texas,Bexar,29.44125313,-98.44188628,13.32862397,34.47514107,0.241935484,5.31629969,2020/7/1
Texas,Dallas,32.84057277,-96.82800866,16.2554753,35.53463753,0.146171781,2.486835287,2020/7/1
Texas,El Paso,31.787432,-106.4427263,29.53769692,44.56015681,1.166349502,6.731182796,2020/7/1
Texas,Harris,29.73137051,-95.31537279,16.32276585,32.75783686,0,5.076260746,2020/7/1
Texas,McLennan,31.653086,-97.070704,5.957158747,36.72037345,0.791306099,1.85725198,2020/7/1
Texas,Travis,30.354148,-97.7259575,15.0837503,36.85567546,0.083730725,5.925925926,2020/7/1
Utah,Salt Lake,40.74347549,-111.9094404,23.30616843,56.79689084,0.702492629,1.077777778,2020/7/1
Utah,Uintah,40.20767475,-109.5437241,3.613245372,48.03046672,0,15.09677419,2020/7/1
Virginia,Alexandria City,38.82045,-77.050552,18.41784919,43.64681134,1.225806452,5.23545384,2020/7/1
Virginia,Fairfax,38.8462,-77.3064,21.47727273,45.63464686,11.11290323,8.287477536,2020/7/1
Virginia,Hampton City,37.103733,-76.387017,7.371363655,43.0861903,0.117393248,2.156827746,2020/7/1
Virginia,Henrico,37.55652,-77.40027,19.625,35.38378877,0.503089936,4.155294275,2020/7/1
Virginia,Roanoke,37.28342,-79.88452,10.47511559,38.59055171,0.180243655,3.226704362,2020/7/1
Washington,King,47.582729,-122.314175,25.20718685,26.10393494,0.893112029,4.176006162,2020/7/1
Wisconsin,Milwaukee,43.00731763,-87.92381863,17.91180214,33.52292795,0.368990027,5.419354839,2020/7/1
Wyoming,Laramie,41.1337935,-104.650552,10.67805775,42.36850599,0.754714874,1.706070423,2020/7/1
Wyoming,Uinta,41.373097,-111.042376,6.346177254,34.98353476,0.548503777,2.255558017,2020/7/1
Florida,Duval,30.3380065,-81.63100799,15.42591863,34.98773454,2.368359526,6.442492067,2020/7/1
Florida,Miami-Dade,25.7638438,-80.25346725,16.27403974,34.04968258,0.190023799,4.074488246,2020/7/1
Florida,Pinellas,27.82351188,-82.6827105,12.49169698,35.3030773,2.117726403,3.611945655,2020/7/1
Georgia,Fulton,33.749571,-84.374358,25.09407555,42.88886676,2.416382696,8.730690076,2020/7/1
Indiana,Vanderburgh,37.9955065,-87.587029,14.29587544,43.8842314,2.424049662,4.625882662,2020/7/1
Massachusetts,Worcester,42.269137,-71.8349165,21.6503656,34.09806838,0.34470288,4.079158145,2020/7/1
Minnesota,Hennepin,44.9731185,-93.264239,22.71838054,27.0845706,1.91344208,5.987558036,2020/7/1
Mississippi,Hinds,32.3379165,-90.2041945,14.65799613,33.69723787,0.472686295,2.709985658,2020/7/1
North Dakota,Burleigh,46.825425,-100.76821,6.271914988,38.65267881,1.977658151,2.127896503,2020/7/1
Ohio,Franklin,40.05836821,-83.00553593,18.83735127,36.15855432,0.285589352,1.600326778,2020/7/1
Tennessee,Shelby,35.1743079,-89.9072067,18.99042471,32.19723781,0.442967862,3.786667655,2020/7/1
Vermont,Rutland,43.608056,-72.982778,19.04281555,32.04820646,0.430630957,4.478198343,2020/7/1
