State,Date Local,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Latitude,Longitude
Alabama,2017-01-31,0.3154771333333334,0.4991666666666669,8.108333333333333,5.633333333333334,1.1921826585365856,3.654878048780485,10.93089430894309,4.605691056910569,0.0291938064516129,0.035080645161290315,11.564516129032258,32.45161290322581,10.478709967741933,21.81451612903226,15.725806451612904,20.193548387096776,33.03695437999999,-86.91963525999971
Alabama,2017-02-28,0.32400692857142854,0.4580357142857143,6.821428571428571,5.285714285714286,1.315913334821428,4.947767857142858,10.120535714285714,6.205357142857143,0.028420015151515148,0.03284090909090908,13.43939393939394,30.424242424242426,10.86891280357143,22.766071428571426,14.464285714285714,21.089285714285715,33.05292926753247,-86.89693612272706
Alabama,2017-03-31,0.2975375454545454,0.4545454545454546,8.93939393939394,5.196969696969697,1.3440156209677423,6.560080645161293,10.983870967741936,8.524193548387096,0.03473292409240922,0.043580033003300385,10.563531353135314,40.44884488448845,9.829702096774193,23.083870967741937,14.35483870967742,21.274193548387096,32.993147180275024,-86.84396132232393
Alabama,2017-04-30,0.23937159523809526,0.3619047619047618,5.071428571428571,4.0476190476190474,1.067988404166667,4.645416666666665,8.829166666666667,5.966666666666667,0.032664541467304596,0.04508293460925038,9.879585326953748,42.62360446570973,9.994872066666668,23.72166666666667,14.033333333333333,21.966666666666665,32.979694411228934,-86.84995774962046
Alabama,2017-05-31,0.22454203225806454,0.325,6.233870967741935,3.7016129032258065,1.2024925080645152,4.88548387096774,8.516129032258064,6.205645161290323,0.031866631538461525,0.04451538461538454,9.510769230769231,43.32692307692308,8.064481483870969,20.970967741935485,13.67741935483871,19.322580645161292,32.98259597782646,-86.8453814519822
Alabama,2017-06-30,0.20329934166666672,0.3291666666666668,7.308333333333334,3.6666666666666665,0.6682943416666666,3.3091666666666693,9.554166666666667,3.9916666666666667,0.022426489616613397,0.03293929712460056,9.462460063897764,30.712460063897762,8.186213050000001,17.695000000000004,13.616666666666667,16.116666666666667,32.981613978690824,-86.84488846879738
Alabama,2017-07-31,0.2958008559322034,0.42203389830508464,6.313559322033898,4.838983050847458,1.0338674032258068,3.8443548387096764,10.391129032258064,4.741935483870968,0.022936361111111102,0.03667978395061726,9.24537037037037,34.213734567901234,9.41973314516129,21.47096774193549,17.725806451612904,19.838709677419356,32.9812290690719,-86.8430916653901
Alabama,2017-08-31,0.28771580645161293,0.4064516129032258,5.830645161290323,4.669354838709677,1.0911268080357135,4.5062500000000005,9.745535714285714,5.705357142857143,0.02261966031746032,0.03503015873015866,9.40952380952381,32.7031746031746,9.345029967741935,20.15967741935484,13.741935483870968,18.596774193548388,33.008540449167704,-86.81963816459887
Alabama,2017-09-30,0.3313016538461539,0.46730769230769226,6.019230769230769,5.394230769230769,1.0572949330357144,5.324107142857143,9.455357142857142,6.888392857142857,0.02537289426229506,0.041035245901639324,9.625409836065574,38.23688524590164,10.130283149999999,22.191666666666666,15.416666666666666,20.5,33.00470648833576,-86.84360056143059
Alabama,2017-10-31,0.29936414516129034,0.432258064516129,8.85483870967742,5.048387096774194,1.1158977394957985,5.356302521008403,10.668067226890756,6.928571428571429,0.022953772655007944,0.034476947535771046,9.372019077901431,31.931637519872815,10.211201677419353,22.21290322580645,16.225806451612904,20.419354838709676,33.01463069622335,-86.82577044682759
Alabama,2017-11-30,0.43194585,0.6999999999999998,8.433333333333334,8.016666666666667,0.8289181958333331,4.995000000000001,10.3125,6.516666666666667,0.023428383333333327,0.03228333333333333,9.716666666666667,29.85,12.8655061,24.801666666666666,13.8,23.033333333333335,33.03695438,-86.91963525999974
Alabama,2017-12-31,0.3796239032258065,0.596774193548387,6.935483870967742,6.870967741935484,1.061693666666667,5.464227642276421,10.666666666666666,7.020325203252033,0.020973967741935485,0.026725806451612898,11.580645161290322,24.758064516129032,10.969239241935485,20.538709677419355,13.870967741935484,18.983870967741936,33.03659174610389,-86.92036535909062
Alabama,2018-01-31,0.26226893333333334,0.46444444444444444,8.2,5.288888888888889,0.9028045756578945,4.157894736842108,10.18421052631579,4.983552631578948,0.026868919354838705,0.03327419354838709,11.85483870967742,30.725806451612904,12.320599145161289,25.530645161290312,12.370967741935484,23.693548387096776,32.93377539289612,-87.12747126393408
Alabama,2018-02-28,0.21364371999999998,0.34600000000000014,8.04,3.92,0.5265906192307696,2.5723076923076924,10.13076923076923,3.0692307692307694,0.023951271428571428,0.02769285714285713,14.285714285714286,25.62142857142857,8.59359198214286,19.07321428571429,14.339285714285714,17.482142857142858,32.949497169662905,-87.12457173539296
Alabama,2018-03-31,0.22788249999999996,0.34032258064516147,6.266129032258065,3.7661290322580645,1.2830387985074623,4.987313432835822,9.776119402985074,6.257462686567164,0.03444439999999998,0.04333305084745767,10.372033898305085,40.21779661016949,9.838290741935484,23.71129032258064,13.258064516129032,21.903225806451612,32.97757705932466,-86.88784799807057
Alabama,2018-04-30,0.19987681896551723,0.3172413793103448,6.620689655172414,3.4741379310344827,1.0779339166666666,4.093,9.723333333333333,5.056666666666667,0.03701674198988197,0.047440978077571645,10.353288364249579,45.44013490725126,8.93735595,23.546666666666663,12.366666666666667,21.85,32.960838444622716,-86.85672711717474
Alabama,2018-05-31,0.30020827192982447,0.4210526315789473,5.982456140350878,4.859649122807017,0.7271600296296293,3.119259259259259,8.733333333333333,3.8185185185185184,0.030642403979238765,0.04648788927335632,9.538062283737025,46.54757785467128,11.11523746774193,25.403225806451616,13.129032258064516,23.612903225806452,32.9789324267651,-86.83248620985195
Alabama,2018-06-30,0.3993157583333333,0.49833333333333324,4.891666666666667,5.75,0.7256451422764234,3.2804878048780477,8.532520325203253,4.040650406504065,0.025340887842465756,0.03961558219178082,9.346746575342467,39.93065068493151,9.5578627,22.618333333333336,12.55,20.833333333333332,32.951662845276786,-86.8563845472311
Alabama,2018-07-31,0.21509570833333339,0.3058333333333333,5.391666666666667,3.433333333333333,0.7784617040816327,3.667006802721088,10.017006802721088,4.54421768707483,0.02717891584967319,0.04158333333333333,9.333333333333334,39.12418300653595,8.678762532258064,20.730645161290322,12.03225806451613,19.129032258064516,32.95038395007765,-86.84996195614288
Alabama,2018-08-31,0.1984450483870967,0.2814516129032259,5.790322580645161,3.0725806451612905,0.6545215746753249,2.43474025974026,9.084415584415584,2.7987012987012987,0.02421249032258065,0.03737499999999995,9.210483870967742,34.939516129032256,8.456698500000002,18.70806451612903,12.693548387096774,17.338709677419356,32.958070852380814,-86.84474884761882
Alabama,2018-09-30,0.20509779999999997,0.30000000000000004,5.275,3.2916666666666665,0.6384248143939389,2.735227272727274,7.837121212121212,3.1666666666666665,0.019793223639455782,0.03153996598639456,9.217687074829932,29.306972789115648,8.55012295,18.64333333333333,15.983333333333333,17.15,32.99798208870962,-86.82552356451588
Alabama,2018-10-31,0.22574321774193548,0.37822580645161313,5.862903225806452,4.274193548387097,1.0517140774193547,4.015161290322581,8.838709677419354,4.951612903225806,0.022937777147487855,0.035175850891410065,9.744732576985413,32.68233387358185,10.140641032258065,22.39193548387097,14.82258064516129,20.677419354838708,32.96024352835118,-86.84696864684106
Alabama,2018-11-30,0.2854421083333333,0.5083333333333334,8.441666666666666,5.741666666666666,0.82599929,2.574,8.97,2.98,0.022180619999999998,0.02968000000000001,11.56,27.44,9.87405278333333,21.035000000000004,14.05,19.316666666666666,32.92456298333329,-87.14602804999967
Alabama,2018-12-31,0.2727974112903226,0.4701612903225809,7.201612903225806,5.354838709677419,1.0896660304054058,4.272297297297301,9.64864864864865,5.391891891891892,0.020347732142857147,0.025964285714285714,11.107142857142858,24.107142857142858,10.473885758064515,20.377419354838707,14.306451612903226,18.677419354838708,32.99102009999996,-87.10707501843544
Alabama,2019-01-31,0.3177175701754385,0.4798245614035087,8.578947368421053,5.447368421052632,1.5075296064516122,5.427741935483869,9.541935483870967,7.012903225806451,0.024119629032258068,0.030306451612903233,11.03225806451613,28.0,11.696119403225808,23.23870967741936,14.709677419354838,21.419354838709676,32.924562983333274,-87.14602804999964
Alabama,2019-02-28,0.28442230357142856,0.4339285714285714,7.6875,4.901785714285714,1.0533725978260875,3.1844202898550713,10.210144927536232,3.746376811594203,0.023102352112676045,0.027732394366197177,15.112676056338028,25.725352112676056,10.360366839285716,21.45357142857143,13.946428571428571,19.714285714285715,32.92659166408839,-87.1148169607732
Alabama,2019-03-31,0.25864090350877195,0.3824561403508772,6.052631578947368,4.350877192982456,1.42406424516129,3.7867741935483865,10.332258064516129,4.690322580645161,0.03522666578947373,0.043962280701754355,10.850877192982455,41.82719298245614,10.095717483870967,23.556451612903228,12.483870967741936,21.806451612903224,32.953867692524895,-86.81699798637845
Alabama,2019-04-30,0.24275645833333342,0.36583333333333334,6.658333333333333,4.133333333333334,1.4117219866666673,4.008999999999999,9.113333333333333,4.993333333333333,0.03341387823834199,0.04630483592400684,10.016407599309154,43.715025906735754,11.249277783333334,28.03833333333333,12.85,26.066666666666666,33.02878859770109,-86.80670833333299
Alabama,2019-05-31,0.2227029274193548,0.33548387096774196,4.693548387096774,3.7903225806451615,1.0859474645161284,3.309999999999999,7.370967741935484,3.8967741935483873,0.028377413735343384,0.04238442211055274,9.534338358458962,40.0142378559464,10.149129451612904,25.44516129032258,12.758064516129032,23.612903225806452,33.04494342591408,-86.79941019999964
Alabama,2019-06-30,0.22888633333333328,0.31999999999999995,5.666666666666667,3.5166666666666666,0.9973168390410959,3.0722602739726033,8.636986301369863,3.6267123287671232,0.028452394415357758,0.04075828970331584,9.616928446771379,39.54799301919721,9.485365224137935,21.267241379310345,13.258620689655173,19.637931034482758,33.05446348760322,-86.79073104793353
Alabama,2019-07-31,0.262494379032258,0.3500000000000001,4.701612903225806,3.9516129032258065,0.7815150357142855,2.9538961038961054,9.03896103896104,3.529220779220779,0.023576171009771968,0.036032573289902246,9.4185667752443,33.96986970684039,9.171031274193547,20.91129032258064,12.048387096774194,19.225806451612904,32.95268372542622,-86.8423877392246
Alabama,2019-08-31,0.2583681666666667,0.3758333333333334,6.658333333333333,4.233333333333333,0.8733327077922083,3.3561688311688314,8.50974025974026,3.9123376623376624,0.024925229933110374,0.03922157190635452,9.210702341137123,37.08946488294314,10.637242822580648,24.2741935483871,14.17741935483871,22.43548387096774,32.95533221825262,-86.84807839906375
Alabama,2019-09-30,0.334758590909091,0.4590909090909091,6.963636363636364,5.345454545454546,1.1511236701388894,5.362847222222221,9.5625,6.6875,0.029716347902097928,0.04670367132867128,9.168706293706293,45.59090909090909,13.840032766666665,32.49500000000001,14.083333333333334,30.3,32.9605036041666,-86.85003807211518
Alabama,2019-10-31,0.3572917083333335,0.4583333333333334,5.6875,5.270833333333333,0.7605214215686277,2.791503267973855,9.660130718954248,3.284313725490196,0.02395517851373186,0.03424474959612277,10.054927302100161,33.023424878836835,10.780871080645161,23.31129032258064,13.64516129032258,21.532258064516128,32.958070852380814,-86.84474884761882
Alabama,2019-11-30,0.37366176724137934,0.5629310344827586,7.793103448275862,6.422413793103448,0.6682145699999995,2.667333333333334,10.223333333333333,3.223333333333333,0.02657263333333333,0.03656666666666667,9.2,33.88333333333333,14.95641285,28.72500000000001,15.3,26.683333333333334,32.92456298333329,-87.14602804999967
Alabama,2019-12-31,0.2530667903225806,0.41451612903225815,6.887096774193548,4.669354838709677,0.889011703448276,3.0396551724137924,10.037931034482758,3.286206896551724,0.027897516129032258,0.03435483870967742,10.96774193548387,31.774193548387096,11.654530451612903,22.26612903225806,12.338709677419354,20.596774193548388,32.924562983333274,-87.14602804999966
Alabama,2020-01-31,0.34408099999999997,0.5161290322580645,7.193548387096774,5.854838709677419,0.7866657177419357,2.840322580645161,9.89516129032258,3.2338709677419355,0.027140557377049183,0.03288524590163934,10.78688524590164,30.442622950819672,12.96614559677419,24.938709677419357,14.112903225806452,23.112903225806452,32.81236438000005,-87.19223365999977
Alabama,2020-02-29,0.35,0.35,0.0,4.0,,,,,0.030590586206896548,0.034689655172413805,12.448275862068966,32.10344827586207,,,,,34.26427542999999,-85.99833450999998
Alaska,2017-01-31,0.8069374193548386,1.2290322580645168,11.209677419354838,14.096774193548388,12.940030387096778,22.141935483870967,10.32258064516129,30.93548387096774,0.021631739130434785,0.024293478260869555,12.891304347826088,22.52173913043478,27.28433525806452,39.406451612903226,12.806451612903226,36.774193548387096,62.84341225000015,-148.90645875000004
Alaska,2017-02-28,0.6581712142857141,1.0178571428571428,9.535714285714286,11.625,10.042559535714286,17.457142857142852,10.071428571428571,24.214285714285715,0.029890967741935476,0.03243548387096773,13.209677419354838,30.080645161290324,23.105073,38.107142857142854,12.285714285714286,35.642857142857146,62.83548623423436,-148.90590792792776
Alaska,2017-03-31,0.5641128709677419,0.87741935483871,8.387096774193548,10.129032258064516,9.220317451612903,20.903225806451612,6.903225806451613,29.129032258064516,0.03737475806451613,0.0393064516129032,11.483870967741936,36.306451612903224,22.880071161290317,41.72258064516129,10.870967741935484,39.03225806451613,62.84341225000015,-148.90645875000004
Alaska,2017-04-30,0.23535348,0.316,6.2,3.48,3.3074585172413786,10.410344827586208,6.413793103448276,14.172413793103448,0.038309863636363656,0.042590909090909075,10.636363636363637,39.46590909090909,7.0415487037037,22.055555555555557,8.666666666666666,20.37037037037037,63.38926266666671,-148.6004109999999
